entityASlug,entityA,ownership,entityB,entityBSlug,role,year
trump-golf-coco-beach-member-corp,Trump Golf Coco Beach Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-golf-management-llc,Trump Golf Management LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-home-marks-llc,Trump Home Marks LLC,1,Trump Home Marks Member Corp,trump-home-marks-member-corp,Managing Member,2017
trump-home-marks-llc,Trump Home Marks LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-home-marks-member-corp,Trump Home Marks Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-ice-inc,"Trump Ice, Inc",100,DJT Holdings LLC,djt-holdings-llc,Shareholder,2017
trump-ice-llc,Trump Ice LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-international-development-llc,Trump International Development LLC,1,Trump International Development Member Corp,trump-international-development-member-corp,Managing Member,2017
trump-international-development-llc,Trump International Development LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-international-development-member-corp,Trump International Development Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-international-golf-links-scotland,Trump International Golf Club Scotland Limited,99,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Member,2017
trump-international-golf-links-scotland,Trump International Golf Club Scotland Limited,1,Trump Scotland Member Inc,trump-scotland-member-inc,Member,2017
trump-international-golf-club-inc,"Trump International Golf Club, Inc",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-international-golf-club-florida,Trump International Golf Club LC (Trump International Golf Club - Florida),0.001,"Trump International Golf Club, Inc",trump-international-golf-club-inc,Member,2017
trump-international-golf-club-florida,Trump International Golf Club LC (Trump International Golf Club - Florida),99.999,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-international-hotel-hawaii-llc,Trump International Hotel Hawaii LLC,1,TIHH Member Corp,tihh-member-corp,Managing Member,2017
trump-international-hotel-hawaii-llc,Trump International Hotel Hawaii LLC,99,TIHH Member LLC,tihh-member-llc,Member,2017
trump-international-hotels-management-llc,Trump International Hotels Management LLC,0.1,TIHM Member Corp,tihm-member-corp,Managing Member,2017
trump-international-hotels-management-llc,Trump International Hotels Management LLC,99.9,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-jets-llc,Sentient Jets LLC (Now/Known/As Trump Jets LLC),1,Sentient Jets Member Corp,sentient-jets-member-corp,Managing Member,2017
trump-jets-llc,Sentient Jets LLC (Now/Known/As Trump Jets LLC),99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-korea-llc,Trump Korea LLC,41,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP,daewoo-america-development-new-york-corp,Member,2017
trump-korea-llc,Trump Korea LLC,59,Trump Korean Projects LLC,trump-korean-projects-llc,Member,2017
trump-korean-projects-llc,Trump Korean Projects LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-las-olas-llc,Trump Las Olas LLC,1,Trump Las Olas Member Corp,trump-las-olas-member-corp,Managing Member,2017
trump-las-olas-llc,Trump Las Olas LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-las-olas-member-corp,Trump Las Olas Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-las-vegas-corp,Trump Las Vegas Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-las-vegas-development-llc,Trump Las Vegas Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-las-vegas-managing-member-llc,Trump Las Vegas Managing Member LLC,6,Trump Las Vegas Corp,trump-las-vegas-corp,Member,2017
trump-las-vegas-managing-member-llc,Trump Las Vegas Managing Member LLC,94,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-las-vegas-member-llc,Trump Las Vegas Member LLC,6,Trump Las Vegas Corp,trump-las-vegas-corp,Member,2017
trump-las-vegas-member-llc,Trump Las Vegas Member LLC,94,DJT Holdings LLC,djt-holdings-llc,Managing Member,2017
trump-las-vegas-sales-marketing-inc,Trump Las Vegas Sales & Marketing Inc,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-lauderdale-development-llc,Trump Lauderdale Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-lauderdale-development-no-2-llc,Trump Lauderdale Development 2 LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-marketing-llc,Trump Marketing LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-marks-asia-corp,Trump Marks Asia Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-marks-asia-llc,Trump Marks Asia LLC,1,Trump Marks Asia Corp,trump-marks-asia-corp,Managing Member,2017
trump-marks-asia-llc,Trump Marks Asia LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-marks-atlanta-llc,Trump Marks Atlanta LLC,1,Trump Marks Atlanta Member Corp,trump-marks-atlanta-member-corp,Managing Member,2017
trump-marks-atlanta-llc,Trump Marks Atlanta LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-atlanta-member-corp,Trump Marks Atlanta Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-baja-corp,Trump Marks Baja Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-marks-baja-llc,Trump Marks Baja LLC,1,Trump Marks Baja Corp,trump-marks-baja-corp,Managing Member,2017
trump-marks-baja-llc,Trump Marks Baja LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-marks-batumi-llc,Trump Marks Batumi LLC,1,Trump Marks Batumi Managing Member Corp,trump-marks-batumi-managing-member-corp,Managing Member,2017
trump-marks-batumi-llc,Trump Marks Batumi LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-batumi-managing-member-corp,Trump Marks Batumi Managing Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-beverages-corp,Trump Marks Beverages Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-marks-beverages-llc,Trump Marks Beverages LLC,1,Trump Marks Beverages Corp,trump-marks-beverages-corp,Managing Member,2017
trump-marks-beverages-llc,Trump Marks Beverages LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-marks-canouan-corp,Trump Marks Canouan Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-canouan-llc,Trump Marks Canouan LLC,1,Trump Marks Canouan Corp,trump-marks-canouan-corp,Managing Member,2017
trump-marks-canouan-llc,Trump Marks Canouan LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-chicago-llc,Trump Marks Chicago LLC,1,Trump Marks Chicago Member Corp,trump-marks-chicago-member-corp,Managing Member,2017
trump-marks-chicago-llc,Trump Marks Chicago LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-chicago-member-corp,Trump Marks Chicago Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-dubai-corp,Trump Marks Dubai Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-dubai-llc,Trump Marks Dubai LLC,1,Trump Marks Dubai Corp,trump-marks-dubai-corp,Managing Member,2017
trump-marks-dubai-llc,Trump Marks Dubai LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-egypt-corp,Trump Marks Egypt Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-egypt-llc,Trump Marks Egypt LLC,1,Trump Marks Egypt Corp,trump-marks-egypt-corp,Managing Member,2017
trump-marks-egypt-llc,Trump Marks Egypt LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-fine-foods-llc,Trump Marks Fine Foods LLC,1,Trump Marks Fine Foods Member Corp,trump-marks-fine-foods-member-corp,Managing Member,2017
trump-marks-fine-foods-llc,Trump Marks Fine Foods LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-fine-foods-member-corp,Trump Marks Fine Foods Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-ft-lauderdale-llc,Trump Marks Ft. Lauderdale LLC,1,Trump Marks Ft Lauderdale Member Corp,trump-marks-ft-lauderdale-member-corp,Managing Member,2017
trump-marks-ft-lauderdale-llc,Trump Marks Ft. Lauderdale LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-ft-lauderdale-member-corp,Trump Marks Ft Lauderdale Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-gp-corp,Trump Marks GP Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-holdings-lp,TRUMP MARKS HOLDINGS LP,1,Trump Marks GP Corp,trump-marks-gp-corp,Partner,2017
trump-marks-holdings-lp,TRUMP MARKS HOLDINGS LP,99,DTTM Operations LLC,dttm-operations-llc,Parter,2017
trump-marks-hollywood-corp,Trump Marks Hollywood Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-hollywood-llc,Trump Marks Hollywood LLC,1,Trump Marks Hollywood Corp,trump-marks-hollywood-corp,Managing Member,2017
trump-marks-hollywood-llc,Trump Marks Hollywood LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-istanbul-ii-corp,Trump Marks Istanbul II Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-istanbul-ii-llc,Trump Marks Istanbul II LLC,1,Trump Marks Istanbul II Corp,trump-marks-istanbul-ii-corp,Managing Member,2017
trump-marks-istanbul-ii-llc,Trump Marks Istanbul II LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-jersey-city-corp,Trump Marks Jersey City Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-jersey-city-llc,Trump Marks Jersey City LLC,1,Trump Marks Jersey City Corp,trump-marks-jersey-city-corp,Managing Member,2017
trump-marks-jersey-city-llc,Trump Marks Jersey City LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-las-vegas-corp,Trump Marks Las Vegas Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-las-vegas-llc,Trump Marks Las Vegas LLC,1,Trump Marks Las Vegas Corp,trump-marks-las-vegas-corp,Managing Member,2017
trump-marks-las-vegas-llc,Trump Marks Las Vegas LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-llc,Trump Marks LLC,100,TRUMP MARKS HOLDINGS LP,trump-marks-holdings-lp,Member,2017
trump-marks-magazine-corp,Trump Marks Magazine Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-marks-magazine-llc,Trump Marks Magazine LLC,1,Trump Marks Magazine Corp,trump-marks-magazine-corp,Managing Member,2017
trump-marks-magazine-llc,Trump Marks Magazine LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-marks-mattress-llc,Trump Marks Mattress LLC,1,Trump Marks Mattress Member Corp,trump-marks-mattress-member-corp,Managing Member,2017
trump-marks-mattress-llc,Trump Marks Mattress LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-mattress-member-corp,Trump Marks Mattress Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-menswear-llc,Trump Marks Menswear LLC,1,Trump Marks Menswear Member Corp,trump-marks-menswear-member-corp,Managing Member,2017
trump-marks-menswear-llc,Trump Marks Menswear LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-menswear-member-corp,Trump Marks Menswear Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-mortgage-corp,Trump Marks Mortgage Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-mtg-llc,Trump Marks Mtg LLC,1,Trump Marks Mortgage Corp,trump-marks-mortgage-corp,Managing Member,2017
trump-marks-mtg-llc,Trump Marks Mtg LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-mumbai-llc,Trump Marks Mumbai LLC,1,Trump Marks Mumbai Member Corp,trump-marks-mumbai-member-corp,Managing Member,2017
trump-marks-mumbai-llc,Trump Marks Mumbai LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-mumbai-member-corp,Trump Marks Mumbai Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-new-rochelle-corp,Trump Marks New Rochelle Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-new-rochelle-llc,Trump Marks New Rochelle LLC,1,Trump Marks New Rochelle Corp,trump-marks-new-rochelle-corp,Managing Member,2017
trump-marks-new-rochelle-llc,Trump Marks New Rochelle LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-palm-beach-corp,Trump Marks Palm Beach Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-palm-beach-llc,Trump Marks Palm Beach LLC,1,Trump Marks Palm Beach Corp,trump-marks-palm-beach-corp,Managing Member,2017
trump-marks-palm-beach-llc,Trump Marks Palm Beach LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-panama-corp,Trump Marks Panama Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-panama-llc,Trump Marks Panama LLC,1,Trump Marks Panama Corp,trump-marks-panama-corp,Managing Member,2017
trump-marks-panama-llc,Trump Marks Panama LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-philadelphia-corp,Trump Marks Philadelphia Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-marks-philadelphia-llc,Trump Marks Philadelphia LLC,1,Trump Marks Philadelphia Corp,trump-marks-philadelphia-corp,Managing Member,2017
trump-marks-philadelphia-llc,Trump Marks Philadelphia LLC,99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-marks-philippines-corp,Trump Marks Philippines Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-philippines-llc,Trump Marks Philippines LLC,1,Trump Marks Philippines Corp,trump-marks-philippines-corp,Managing Member,2017
trump-marks-philippines-llc,Trump Marks Philippines LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-products-llc,Trump Marks Products LLC,1,Trump Marks Products Member Corp,trump-marks-products-member-corp,Managing Member,2017
trump-marks-products-llc,Trump Marks Products LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-products-member-corp,Trump Marks Products Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-puerto-rico-i-llc,Trump Marks Puerto Rico I LLC,1,Trump Marks Puerto Rico I Member Corp,trump-marks-puerto-rico-i-member-corp,Managing Member,2017
trump-marks-puerto-rico-i-llc,Trump Marks Puerto Rico I LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-puerto-rico-i-member-corp,Trump Marks Puerto Rico I Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-puerto-rico-ii-llc,Trump Marks Puerto Rico II LLC,1,Trump Marks Puerto Rico II Member Corp,trump-marks-puerto-rico-ii-member-corp,Managing Member,2017
trump-marks-puerto-rico-ii-llc,Trump Marks Puerto Rico II LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-marks-puerto-rico-ii-member-corp,Trump Marks Puerto Rico II Member Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-marks-punta-del-este-llc,Trump Marks Punta del Este LLC,1,Trump Marks Punta del Este Manager Corp,trump-marks-punta-del-este-manager-corp,Managing Member,2017
trump-marks-punta-del-este-llc,Trump Marks Punta del Este LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-punta-del-este-manager-corp,Trump Marks Punta del Este Manager Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-real-estate-llc,Trump Marks Real Estate LLC,1,The Trump Marks Real Estate Corp,the-trump-marks-real-estate-corp,Member,2017
trump-marks-real-estate-llc,Trump Marks Real Estate LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-soho-license-corp,Trump Marks SOHO License Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-soho-llc,Trump Marks SOHO LLC,1,Trump Marks SOHO License Corp,trump-marks-soho-license-corp,Member,2017
trump-marks-soho-llc,Trump Marks SOHO LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-stamford-corp,Trump Marks Stamford Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-stamford-llc,Trump Marks Stamford LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-stamford-llc,Trump Marks Stamford LLC,1,Trump Marks Stamford Corp,trump-marks-stamford-corp,Member,2017
trump-marks-sunny-isles-i-llc,Trump Marks Sunny Isles I LLC,1,Trump Marks Sunny Isles I Member Corp,trump-marks-sunny-isles-i-member-corp,Member,2017
trump-marks-sunny-isles-i-llc,Trump Marks Sunny Isles I LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-sunny-isles-i-member-corp,Trump Marks Sunny Isles I Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-sunny-isles-ii-llc,Trump Marks Sunny Isles II LLC,1,Trump Marks Sunny Isles II Member Corp,trump-marks-sunny-isles-ii-member-corp,Member,2017
trump-marks-sunny-isles-ii-llc,Trump Marks Sunny Isles II LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-sunny-isles-ii-member-corp,Trump Marks Sunny Isles II Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-tampa-corp,Trump Marks Tampa Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-tampa-llc,Trump Marks Tampa LLC,1,Trump Marks Tampa Corp,trump-marks-tampa-corp,Member,2017
trump-marks-tampa-llc,Trump Marks Tampa LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-toronto-corp,Trump Marks Toronto Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-toronto-llc,Trump Marks Toronto LLC,1,Trump Marks Toronto Corp,trump-marks-toronto-corp,Member,2017
trump-marks-toronto-llc,Trump Marks Toronto LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-toronto-lp,Trump Marks Toronto LP (Formally Trump Toronto Management LP),1,Trump Toronto Member Corp (formally Trump Toronto Management Member Corp),trump-toronto-member-corp,Member,2017
trump-marks-toronto-lp,Trump Marks Toronto LP (Formally Trump Toronto Management LP),99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-waikiki-corp,Trump Marks Waikiki Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-marks-waikiki-llc,Trump Marks Waikiki LLC,1,Trump Marks Waikiki Corp,trump-marks-waikiki-corp,Managing Member,2017
trump-marks-waikiki-llc,Trump Marks Waikiki LLC,99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-marks-westchester-corp,Trump Marks Westchester Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-westchester-llc,Trump Marks Westchester LLC,1,Trump Marks Westchester Corp,trump-marks-westchester-corp,Managing Member,2017
trump-marks-westchester-llc,Trump Marks Westchester LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-marks-white-plains-corp,Trump Marks White Plains Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-marks-white-plains-llc,Trump Marks White Plains LLC,1,Trump Marks White Plains Corp,trump-marks-white-plains-corp,Managing Member,2017
trump-marks-white-plains-llc,Trump Marks White Plains LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-miami-resort-management-llc,Trump Miami Resort Management LLC,1,Trump Miami Resort Management Member Corp,trump-miami-resort-management-member-corp,Managing Member,2017
trump-miami-resort-management-llc,Trump Miami Resort Management LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-miami-resort-management-member-corp,Trump Miami Resort Management Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-model-management-llc,Trump Model Management LLC,15,ANNIE VELTRI,annie-veltri,Member,2017
trump-model-management-llc,Trump Model Management LLC,85,"TMG Member, LLC",tmg-member-llc,Member,2017
trump-national-golf-club-colts-neck,Trump National Golf Club Colts Neck LLC,1,Trump National Golf Club Colts Neck Member Corp,trump-national-golf-club-colts-neck-member-corp,Managing Member,2017
trump-national-golf-club-colts-neck,Trump National Golf Club Colts Neck LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-national-golf-club-colts-neck-member-corp,Trump National Golf Club Colts Neck Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-national-golf-club-westchester,Trump National Golf Club LLC (Trump National Golf Club - Westchester),1,Trump National Golf Club Member Corp,trump-national-golf-club-member-corp,Managing Member,2017
trump-national-golf-club-westchester,Trump National Golf Club LLC (Trump National Golf Club - Westchester),99,DJT Holdings LLC,djt-holdings-llc,Managing Member,2017
trump-national-golf-club-member-corp,Trump National Golf Club Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-national-golf-club-washington-dc,TRUMP NATIONAL GOLF CLUB - WASHINGTON DC,1,Trump National Golf Club Washington DC Member Corp,trump-national-golf-club-washington-dc-member-corp,Managing Member,2017
trump-national-golf-club-washington-dc,TRUMP NATIONAL GOLF CLUB - WASHINGTON DC,99,DJT Holdings LLC,djt-holdings-llc,,2017
trump-national-golf-club-washington-dc-member-corp,Trump National Golf Club Washington DC Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-new-world-property-management-llc,Trump/New World Property Management LLC,50,NEW WORLD PROPERTY MANAGEMENT LIMITED,new-world-property-management-limited,Managing Member,2017
trump-new-world-property-management-llc,Trump/New World Property Management LLC,50,Trump Riverside Management LLC,trump-riverside-management-llc,Managing Member,2017
trump-ocean-manager-inc,Trump Ocean Manager Inc,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-ocean-managing-member-llc,Trump Ocean Managing Member LLC,1,Trump Ocean Manager Inc,trump-ocean-manager-inc,Managing Member,2017
trump-ocean-managing-member-llc,Trump Ocean Managing Member LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-old-post-office-llc,Trump Old Post Office LLC,1,Trump Old Post Office Member Corp,trump-old-post-office-member-corp,Managing Member,2017
trump-old-post-office-llc,Trump Old Post Office LLC,76.725,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-old-post-office-llc,Trump Old Post Office LLC,22.275,TRUMP FAMILY MEMBERS,trump-family-members,Member,2017
trump-old-post-office-member-corp,Trump Old Post Office Member Corp,77.5,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-old-post-office-member-corp,Trump Old Post Office Member Corp,22.5,TRUMP FAMILY MEMBERS,trump-family-members,,2017
trump-on-the-ocean-llc,Trump On the Ocean LLC,25,SMC OCEAN LLC,smc-ocean-llc,Member,2017
trump-on-the-ocean-llc,Trump On the Ocean LLC,75,Trump Ocean Managing Member LLC,trump-ocean-managing-member-llc,Managing Member,2017
trump-organization-llc,Trump Organization LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-pageants-inc,"Trump Pageants, Inc",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
miss-universe-lp-lllp,"Miss Universe LP, LLLP (Formerly Trump Pageants, LP)",2,"Trump Pageants, Inc",trump-pageants-inc,Partner,2017
miss-universe-lp-lllp,"Miss Universe LP, LLLP (Formerly Trump Pageants, LP)",98,DJT Holdings LLC,djt-holdings-llc,Partner,2017
trump-palaceparc-llc,Trump Palace/Parc LLC,0.1,"First Member, Inc.",first-member-inc,Managing Member,2017
trump-palaceparc-llc,Trump Palace/Parc LLC,99.9,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-panama-condominium-management-llc,Trump Panama Condominium Management LLC,1,Trump Panama Condominium Member Corp,trump-panama-condominium-member-corp,Managing Member,2017
trump-panama-condominium-management-llc,Trump Panama Condominium Management LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-panama-condominium-member-corp,Trump Panama Condominium Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-panama-hotel-management-llc,Trump Panama Hotel Management LLC,1,Trump Panama Hotel Management Member Corp,trump-panama-hotel-management-member-corp,Managing Member,2017
trump-panama-hotel-management-llc,Trump Panama Hotel Management LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-panama-hotel-management-member-corp,Trump Panama Hotel Management Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-park-avenue-acquisition-llc,Trump Park Avenue Acquisition LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-park-avenue-llc,Trump Park Avenue LLC,0.1,GEPT DELMONICO LLC,gept-delmonico-llc,Member,2017
trump-park-avenue-llc,Trump Park Avenue LLC,49.9,Trump Park Avenue Acquisition LLC,trump-park-avenue-acquisition-llc,Member,2017
trump-park-avenue-llc,Trump Park Avenue LLC,50,Trump Delmonico LLC,trump-delmonico-llc,Managing Member,2017
trump-payroll-chicago-llc,Trump Payroll Chicago LLC,100,401 North Wabash Venture LLC,401-north-wabash-venture-llc,Managing Member,2017
trump-payroll-corp,Trump Payroll Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-phoenix-development-llc,Trump Phoenix Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Shareholder,2017
trump-plaza-llc,Trump Plaza LLC,1,Trump Plaza Member Inc. (F/K/A Trump Plaza Corp),trump-plaza-member-inc,Managing Member,2017
trump-plaza-llc,Trump Plaza LLC,99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-plaza-member-inc,Trump Plaza Member Inc. (F/K/A Trump Plaza Corp),100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-productions-llc,Trump Productions LLC (Former Rancho Lien LLC),1,Trump Productions Managing Member Inc,trump-productions-managing-member-inc,Managing Member,2017
trump-productions-llc,Trump Productions LLC (Former Rancho Lien LLC),99,DJT Holdings LLC,djt-holdings-llc,Member,2017
